id,name,description,type,domain,gender,aliases,residence,theoi_url,level1,level2,level3,level4,level5
Q37122,Athena,goddess of wisdom and war in ancient Greek religion and mythology,Olympian god,"['pottery', 'weaving', 'war', 'agriculture', 'wisdom']",female,"['Pallas Athena', 'Athene', 'Menrva', 'Minerva']",Olympus,https://www.theoi.com/Olympios/Athena.html,Mythological Greek Character,Greek deity,Olympian god,,
Q3314441,Athos,mythical giant,Giants,[],male,"['Athus', 'Athos']",,,Mythological Greek Character,Greek deity,Giants,,
Q130818,Atlas,deity in Greek mythology,titan,[],male,[],,https://www.theoi.com/Titan/TitanAtlas.html,Mythological Greek Character,Greek deity,titan,,
Q192469,Atreus,"king of Mycenae, father of Agamemnon",Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q753294,Atropos,one of the Fates of Greek Mythology,Greek deity,[],female,[],,,Mythological Greek Character,Greek deity,,,
Q262016,Attis,Phrygian and Greek mythological figure,Mythological Greek Character,[],male,['Atys'],,https://www.theoi.com/Phrygios/Attis.html,Mythological Greek Character,,,,
Q210871,Atë,Ancient Greek goddess of mischief,allegorical Greek deity,['recklessness'],female,"['Até', 'Disaster', 'Ate', 'Ruin']",,https://www.theoi.com/Daimon/Ate.html,Mythological Greek Character,Greek deity,allegorical Greek deity,,
Q760213,Auge,daughter of Aleus in Greek mythology,Mythological Greek Character,[],female,[],,,Mythological Greek Character,,,,
Q207663,Augeias of Elis,son of Phorbas in Greek mythology,Mythological Greek Character,[],male,"['Augeas', 'Aegeus']",,https://www.theoi.com/Heros/Augeas.html,Mythological Greek Character,,,,
Q774101,Aura,divine personification of the breeze in Greek and Roman mythology,Greek nymph,[],female,[],,https://www.theoi.com/Titan/Aura.html,Mythological Greek Character,Greek deity,Greek nymph,,
Q782308,Auson,mythical founder of the Ausoni,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q784528,Autesion,mythological Greek king,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q463107,Autolycus,son of Daedalion in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q772808,Automedon,son of Diores and charioteer of Achilles,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q94072,Autonoë,mythical daughter of Cadmus,Mythological Greek Character,[],female,['Autonoe'],,,Mythological Greek Character,,,,
Q789715,Auxo,"one of the Graces, worshipped in Athens; and/or one of the Horae",Greek deity,[],female,"['Avxo', 'Auco']",,https://www.theoi.com/Ouranios/HoraAuxesia.html,Mythological Greek Character,Greek deity,,,
Q793560,Azan,mythical son of Arcas,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q368853,Aëdon,daughter of Pandareus in Greek mythology,Mythological Greek Character,[],female,['Aëdon'],,,Mythological Greek Character,,,,
Q126319,Batea,mythical spouse of Dardanus,Mythological Greek Character,[],female,['Bateia'],,,Mythological Greek Character,,,,
Q791446,Battus,mythological Greek character,Mythological Greek Character,[],male,['Battos'],,,Mythological Greek Character,,,,
Q409834,Battus I of Cyrene,first Greek king of Cyrenaica (died 600 BC),Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q239633,Baubo,mythical character,Mythological Greek Character,[],female,[],,,Mythological Greek Character,,,,
Q189872,Bellerophon,hero of Greek mythology,Mythological Greek Character,[],male,[],,https://www.theoi.com/Heros/Bellerophontes.html,Mythological Greek Character,,,,
Q617753,Belus,son of Poseidon in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q792732,Bendis,Thracian deity also worshipped in Athens,Greek deity,[],female,[],,https://www.theoi.com/Thrakios/Bendis.html,Mythological Greek Character,Greek deity,,,
Q793088,Benthesikyme,daughter of Poseidon and Amphitrite,Greek water deities,[],female,['Benthesicyme'],,https://www.theoi.com/Nymphe/NympheBenthesikyme.html,Mythological Greek Character,Greek deity,Greek water deities,,
Q237224,Bia,"ancient Greek goddess, personification of force",Greek deity,['violence'],female,[],,https://www.theoi.com/Daimon/Bia.html,Mythological Greek Character,Greek deity,,,
Q855509,Bias,mythical son of Amythaon,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q2715013,Boeotus,mythical son of Poseidon,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q109220,Boreas,"Greek mythological personification and god of the North wind, storms, winter, sadness, depression, loneliness, solitude, absence, lack, calmness and serenity",Anemoi,[],male,['Aquilon'],,https://www.theoi.com/Titan/AnemosBoreas.html,Mythological Greek Character,Greek deity,Anemoi,,
Q3493453,Borysthenes,ancient Greek river and river god,Potamoi,[],male,"['Dnipro River', 'Dnieper River', 'Dnipro', 'Dnepr', 'Dnieper']",,https://www.theoi.com/Potamos/PotamosBorysthenes.html,Mythological Greek Character,Greek deity,Greek water deities,Potamoi,
Q838393,Bounos,mythical character,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q852454,Bouzyges,mythical Athenian inventor of plowing,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q849647,Briareus,one of the Hundred-Handers,Hecatoncheires,[],male,"['Aegeaon', 'Aegaeon']",,https://www.theoi.com/Titan/HekatonkheirBriareos.html,Mythological Greek Character,Greek deity,Giants,Hecatoncheires,
Q244318,Briseis,daughter of Briseus in Greek mythology,Mythological Greek Character,[],female,"['Hippodámeia', 'Hippodameia']",,,Mythological Greek Character,,,,
Q734411,Briseus,son of Ardys in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q831577,Britomartis,Minoan goddess of mountains and hunting,Greek deity,[],female,['Aphaea'],,https://www.theoi.com/Georgikos/Britomartis.html,Mythological Greek Character,Greek deity,,,
Q921527,Brizo,ancient Greek goddess,Greek deity,['fisher'],female,[],,,Mythological Greek Character,Greek deity,,,
Q2291710,Brontes,"Cyclop (""thunderer"")",cyclops,[],male,[],,,Mythological Greek Character,cyclops,,,
Q850078,Broteas,son of Tantalus in Greek mythology,Mythological Greek Character,[],male,['Broteas'],,,Mythological Greek Character,,,,
Q740468,Busiris,king of Egypt in Greek mythology,Mythological Greek Character,[],male,[],,https://www.theoi.com/Heros/Bousiris.html,Mythological Greek Character,,,,
Q1301972,Butes,"Argonaut, son of Teleon in Greek Mythology",Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q855426,Byblis,"mythological character from Miletus, transformed into a spring",Mythological Greek Character,[],female,['Biblis'],,https://www.theoi.com/Nymphe/NympheByblis.html,Mythological Greek Character,,,,
Q863859,Byzas,son of Poseidon in Greek mythology,eponymous hero,[],male,[],,,Mythological Greek Character,eponymous hero,,,
Q754686,Cacus,fire breathing giant in Roman mythology,Mythological Greek Character,[],male,[],,https://www.theoi.com/Gigante/GiganteKakos.html,Mythological Greek Character,,,,
Q27613,Cadmus,"mythological founder of Thebes, son of Agenor",Mythological Greek Character,[],male,"['Cadmos', 'Kadmos']",,,Mythological Greek Character,,,,
Q1132772,Caeneus,Lapith hero of Thessaly,Mythological Greek Character,[],trans man,['Caenis'],,,Mythological Greek Character,,,,
Q893473,Calais,mythical son of Boreas,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q725527,Calchas,mythical seer,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q103975,Calliope,muse of epic poetry,Mythological Greek Character,[],female,['Kalliope'],,https://www.theoi.com/Ouranios/MousaKalliope.html,Mythological Greek Character,,,,
Q913161,Callirhoe,Oceanid of Greek mythology,Okeanid,[],female,[],,https://www.theoi.com/Nymphe/NympheKallirhoe1.html,Mythological Greek Character,Greek deity,Greek water deities,Oceanids,Okeanid
Q203673,Callisto,nymph in Greek mythology,Greek nymph,[],female,['Kallisto'],,https://www.theoi.com/Heroine/Kallisto.html,Mythological Greek Character,Greek deity,Greek nymph,,
Q2512142,Calydnus,mythical king of Thebes,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q1722780,Calydon,son of Aetolus in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q48961,Calypso,Oceanid of Greek mythology,Okeanid,[],female,[],,https://www.theoi.com/Nymphe/NympheKalypso.html,Mythological Greek Character,Greek deity,Greek water deities,Oceanids,Okeanid
Q176130,Campe,water deity,Mythological Greek Character,[],female,[],,https://www.theoi.com/Ther/DrakainaKampe.html,Mythological Greek Character,,,,
Q1362409,Canace,daughter of Aiolos in Greek mythology,Mythological Greek Character,[],female,[],,,Mythological Greek Character,,,,
Q2595275,Candalus,mythological Greek character; one of the Heliadae,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q1723887,Canopus,helmsman of Menelaus in Greek mythology,Mythological Greek Character,[],male,"['Kanopos', 'Kanobos', 'Canopos']",,,Mythological Greek Character,,,,
Q833806,Capaneus,son of Hipponous in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q20018046,Capys,son of Assaracus in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q11912529,Carmanor,mythical hero of Crete,Mythological Greek Character,[],male,[],,https://www.theoi.com/Georgikos/Karmanor.html,Mythological Greek Character,,,,
Q1734053,Carme,nymph of the Greek mythology,Greek nymph,[],female,['Carme'],,https://www.theoi.com/Georgikos/Karme.html,Mythological Greek Character,Greek deity,Greek nymph,,
Q3660394,Carnabon,Dacian king,Mythological Greek Character,[],male,['Charnabon'],,,Mythological Greek Character,,,,
Q676834,Carpo,Greek deity,Greek deity,['season'],female,[],,https://www.theoi.com/Ouranios/HoraKarpo.html,Mythological Greek Character,Greek deity,,,
Q170779,Cassandra,mythological prophetess and princess of Troy,Mythological Greek Character,[],female,[],,,Mythological Greek Character,,,,
Q207681,Cassiopeia,figure in Greek mythology; queen of Aethiopia and wife of king Cepheus,Mythological Greek Character,[],female,[],,,Mythological Greek Character,,,,
Q170053,Castalia,water deity,naiad,[],female,[],,https://www.theoi.com/Nymphe/NympheKastalia.html,Mythological Greek Character,Greek deity,Greek nymph,naiad,
Q754835,Catreus,king of Crete and a son of Minos and Pasiphaë,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q1647297,Caunus,mythical son of Miletus and Cyane,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q580309,Caïssa,goddess of chess,dryad,['chess'],female,[],,,Mythological Greek Character,Greek deity,Greek nymph,dryad,
Q1417280,Cebren,water deity,Potamoi,[],male,[],,https://www.theoi.com/Potamos/PotamosKebren.html,Mythological Greek Character,Greek deity,Greek water deities,Potamoi,
Q500739,Cecrops I,mythical king of ancient Athens,Mythological Greek Character,[],male,['Cecrops'],,https://www.theoi.com/Heros/Kekrops.html,Mythological Greek Character,,,,
Q974346,Cecrops II,legendary king of Athens,Mythological Greek Character,[],male,['Kekrops II'],,,Mythological Greek Character,,,,
Q2470563,Cedalion,character in Greek mythology,Mythological Greek Character,[],male,[],,https://www.theoi.com/Georgikos/Kedalion.html,Mythological Greek Character,,,,
Q686174,Celaeno,one of the Pleiades in Greek mythology,Greek nymph,[],female,[],,https://www.theoi.com/Nymphe/NympheKelaino.html,Mythological Greek Character,Greek deity,Greek nymph,,
Q1141300,Celeus,mythical king at Eleusis,Mythological Greek Character,[],male,['Keleos'],,,Mythological Greek Character,,,,
Q643504,Cephalus,son of Deioneus and beloved of Eos in Greek mythology,Mythological Greek Character,[],male,"['Kephalos', 'Cephalus of Athens', 'Cephalus']",,,Mythological Greek Character,,,,
Q858116,"Cepheus, King of Aethiopia",mythical character,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q1509662,"Cepheus, King of Tegea",mythical character,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q1478704,Cephissus,river god in Boeotia,Potamoi,['Cephissus'],male,[],,https://www.theoi.com/Potamos/PotamosKephisos1.html,Mythological Greek Character,Greek deity,Greek water deities,Potamoi,
Q3664963,Cerambus,son of Eusirus in Greek mythology,Mythological Greek Character,[],male,['Terambos'],,,Mythological Greek Character,,,,
Q83496,Cerberus,three-headed dog that guards the underworld in Greek mythology,Mythological Greek Character,[],male organism,"['Hound of Hades', 'Cerberos', 'Garm', 'Garmr']",,https://www.theoi.com/Ther/KuonKerberos.html,Mythological Greek Character,,,,
Q2471013,Cercaphus,son of Helios in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q1349772,Cercyon of Eleusis,son of Branchus in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q2723170,Ceroessa,mythical daughter of Io and mother of Byzas,Greek nymph,[],female,[],,,Mythological Greek Character,Greek deity,Greek nymph,,
Q466882,Ceryneian Hind,animal from Greek mythology,Mythological Greek Character,[],female organism,['Cerynitis'],,https://www.theoi.com/Ther/ElaphosKerynitis.html,Mythological Greek Character,,,,
Q977434,Ceryx,son of Eumolpus in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q209489,Ceto,Greek sea goddess,Greek water deities,[],female,"['Cratais', 'Crataeis', 'Krataeis']",,https://www.theoi.com/Pontios/Keto.html,Mythological Greek Character,Greek deity,Greek water deities,,
Q578888,Ceyx,"mythical son of Phosporus, husband of Alcyone",Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q391010,Chalciope,"mythological figure, daughter of Aetes",Mythological Greek Character,[],female,"['Chalciope of Colchis', 'Iophossa', 'Evenia']",,,Mythological Greek Character,,,,
Q131090,Chaos,Greek primordial deity,Greek primordial deity,[],male,[],,https://www.theoi.com/Protogenos/Khaos.html,Mythological Greek Character,Greek deity,Greek primordial deity,,
Q176022,Charilaus,King of Sparta,Mythological Greek Character,[],male,"['Charillus', 'Charillos']",,,Mythological Greek Character,,,,
Q6612,Charon,ferryman of Hades in Greek-Roman mythology,Greek deity,[],male,"['Kharon', 'Charon (mythology)']",Greek underworld,https://www.theoi.com/Khthonios/Kharon.html,Mythological Greek Character,Greek deity,,,
Q192082,Charybdis,figure in Greek mythology transformed in a sea monster by Zeus,Greek water deities,[],female,['Kharybdis'],,https://www.theoi.com/Pontios/Kharybdis.html,Mythological Greek Character,Greek deity,Greek water deities,,
Q1069104,Chelone,character in Greek mythology,Oread,[],female,[],,https://www.theoi.com/Nymphe/NympheKhelone.html,Mythological Greek Character,Greek deity,Greek nymph,Oread,
Q182790,chimera,mythical or fictional animal with parts taken from various animals,Mythological Greek Character,[],female organism,"['chimaera', 'chimæra']",,https://www.theoi.com/Ther/Khimaira.html,Mythological Greek Character,,,,
Q7382381,Chione,"mythological Greek character, daughter of Boreas",Mythological Greek Character,[],female,['Chione (daughter of Boreas)'],,https://www.theoi.com/Nymphe/NympheKhione1.html,Mythological Greek Character,,,,
Q183417,Chiron,"centaur, figure from Greek mythology",centaur,[],male,['Cheiron'],,https://www.theoi.com/Georgikos/KentaurosKheiron.html,Mythological Greek Character,centaur,,,
Q1075258,Chloris,Greek nymph,Greek nymph,[],female,['Flora'],,https://www.theoi.com/Nymphe/NympheKhloris.html,Mythological Greek Character,Greek deity,Greek nymph,,
Q320660,Chrysaor,mythical character,Mythological Greek Character,[],male,[],,https://www.theoi.com/Ther/Khrysaor.html,Mythological Greek Character,,,,
Q611124,Chryseis,"mythological Greek character, daughter of Chryses in the Iliad",Mythological Greek Character,[],female,"['Chrysëis', 'Krisayis', 'Astynome']",Troy,,Mythological Greek Character,,,,
Q852301,Chryses,mythical son of Minos and priest of Apollo,Mythological Greek Character,[],male,['Chrises'],Chryse,,Mythological Greek Character,,,,
Q1043413,Chrysippus,son of Pelops,Mythological Greek Character,[],male,[],,https://www.theoi.com/Heros/Khrysippos.html,Mythological Greek Character,,,,
Q3697327,Chrysopeleia,nymph in Greek mythology,Greek nymph,[],female,[],,https://www.theoi.com/Nymphe/NympheKhrysopeleia.html,Mythological Greek Character,Greek deity,Greek nymph,,
Q616782,Cilix,"mythical character, son of Agenor",Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q12878573,Cilla,"mythological Greek character, daughter of Laomedon",Mythological Greek Character,[],female,[],,,Mythological Greek Character,,,,
Q878246,Cinyras,mythical founder of the city of Paphos in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q187602,Circe,enchantress-goddess in Greek mythology,Greek deity,[],female,"['Κίρκη', 'Kírkê', 'Circé', 'Kirke']",Aeaea,https://www.theoi.com/Titan/Kirke.html,Mythological Greek Character,Greek deity,,,
Q2259929,Cisseus,"Greek mythological character, Thracian king and father of Theano",Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q1738025,Cisus,king of Argos in Greek mythology,Mythological Greek Character,[],male,"['Cissus', 'Ceisus']",,,Mythological Greek Character,,,,
Q2974445,Cithaeron,mythical king of Plataea,Greek deity,[],male,['Kithairon'],,https://www.theoi.com/Georgikos/OrosKithairon.html,Mythological Greek Character,Greek deity,,,
Q329690,Cleodaeus,mythical son of Hyllus,Mythological Greek Character,[],male,"['Cleodotus', 'Cleodemus']",,,Mythological Greek Character,,,,
Q542356,Cleopatra,"Greek mythological figure, daughter of Boreas",Mythological Greek Character,[],female,[],,,Mythological Greek Character,,,,
Q103968,Clio,"Greek mythological person, muse of history or of lyre playing, daughter of Zeus and the Titaness Mnemosyne",Mythological Greek Character,"['history', 'study of history']",female,[],,https://www.theoi.com/Ouranios/MousaKleio.html,Mythological Greek Character,,,,
Q2780953,Clonius,son of Alector or Alegenor in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q829669,Clotho,one of the Fates of Greek mythology,Greek deity,[],female,['Klotho'],,,Mythological Greek Character,Greek deity,,,
Q131157,Clytemnestra,daughter of Tyndareus in Greek mythology,Mythological Greek Character,[],female,"['Klytemnestra', 'Clytaemnestra', 'Clytaemestra']",,,Mythological Greek Character,,,,
Q866674,Clytie,Oceanid of Greek mythology,Okeanid,[],female,"['Clytia', 'Klytia']",,https://www.theoi.com/Nymphe/NympheKlytie.html,Mythological Greek Character,Greek deity,Greek water deities,Oceanids,Okeanid
Q1206054,Clytius,giant in Greek mythology,Giants,[],male,['Klytios'],,,Mythological Greek Character,Greek deity,Giants,,
Q1559958,Cocalus,king of Kamikos in Sicily,Mythological Greek Character,[],male,"['Κώκαλος', 'Cocalos']",,,Mythological Greek Character,,,,
Q1052888,Codrus,last of the semi-mythical Kings of Athens,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q182837,Coeus,Titan in Greek mythology,titan,[],male,"['Polos', 'Polus']",,https://www.theoi.com/Titan/TitanKoios.html,Mythological Greek Character,Greek deity,titan,,
Q1780711,Comus,"in Greek mythology, the god of festivity and son of Bacchus",Greek deity,[],male,['Komos'],,https://www.theoi.com/Georgikos/SatyrosKomos.html,Mythological Greek Character,Greek deity,,,
Q2641203,Copreus,King Eurystheus' herald in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q644692,Corcyra,daughter of the Asopos river and the nymph Metope,Greek nymph,[],female,['Korkyra'],,https://www.theoi.com/Nymphe/NympheKorkyra.html,Mythological Greek Character,Greek deity,Greek nymph,,
Q31256,Corinthos,king of Corinth in Greek Mythology,Mythological Greek Character,[],male,['Corinthus'],,,Mythological Greek Character,,,,
Q1784620,Coroebus,mythological son of Mygdon,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q725286,Coronis,daughter of Phlegyas in Greek mythology,Mythological Greek Character,[],female,['Koronis'],,https://www.theoi.com/Heroine/Koronis.html,Mythological Greek Character,,,,
Q3318918,Cottus,one of the Hundred-Handers,Hecatoncheires,[],male,['Kottus'],,https://www.theoi.com/Titan/Hekatonkheires.html,Mythological Greek Character,Greek deity,Giants,Hecatoncheires,
Q2709208,Cotys,Thracian/Greek divinity,Greek deity,[],female,"['Kotyto', 'Cotytto', 'Kotys']",,https://www.theoi.com/Thrakios/Kotys.html,Mythological Greek Character,Greek deity,,,
Q3696428,Cragaleus,son of Dryops in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q928411,Cranaus,mythical character,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q732066,Creon,king of Thebes in Greek mythology,Mythological Greek Character,[],male,[],Thebes,,Mythological Greek Character,,,,
Q1788026,Cresphontes,king of Messenia in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q869665,Cretheus,"in Greek mythology, king and founder of Iolcus",Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q375174,Creusa,Greek mythology character; daughter of Priam and Hecuba,Mythological Greek Character,[],female,['Creusa of Troy'],,,Mythological Greek Character,,,,
Q955408,Criasus,mythical king of Argos,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q631865,Crinisus,river god,Potamoi,['Crinisus'],male,['Crimissus'],,,Mythological Greek Character,Greek deity,Greek water deities,Potamoi,
Q1445864,Crisus,son of Phocus in Greek mythology,Mythological Greek Character,[],male,['Crissus'],,,Mythological Greek Character,,,,
Q44204,Cronus,ruler of the Titans in Greek mythology,titan,[],male,"['Kronos', 'Cronos', 'Saturn']",Mount Othrys,https://www.theoi.com/Titan/TitanKronos.html,Mythological Greek Character,Greek deity,titan,,
Q1132777,Crotopus,king of Argos in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q625051,Crotus,mythical son of Pan and Eupheme,Greek deity,[],male,['Krotos'],,https://www.theoi.com/Georgikos/SatyrosKrotos.html,Mythological Greek Character,Greek deity,,,
Q1790803,Ctimene,"daughter of Laertes, sister of Odysseus",Mythological Greek Character,[],female,[],,,Mythological Greek Character,,,,
Q762835,Cumaean Sibyl,priestess presiding over the Apollonian oracle at Cumae,sibyl,[],female,"['Hierophila', 'Demophila Amalthea', 'Sibylla Cumana', 'Deiphobe']",,,Mythological Greek Character,sibyl,,,
Q1423058,Cyane,Sicilian nymph in Greek mythology,naiad,[],female,[],Sicily,https://www.theoi.com/Nymphe/NympheKyane.html,Mythological Greek Character,Greek deity,Greek nymph,naiad,
Q1444498,Cyanippus,mythical king of Argos,Mythological Greek Character,[],male,['Cyanippus'],,,Mythological Greek Character,,,,
Q679716,Cychreus,son of Poseidon in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q577245,Cycnus,"character in Greek mythology, son of Ares, killed by Heracles",Mythological Greek Character,[],male,[],,https://www.theoi.com/Heros/KyknosItonios.html,Mythological Greek Character,,,,
Q1795033,Cylarabes,mythological king of Argos,Mythological Greek Character,[],male,"['Cylasabos', 'Cylarabos']",,,Mythological Greek Character,,,,
Q7595427,Cyllene,naiad from Greek mythology,naiad,[],female,[],,https://www.theoi.com/Nymphe/NympheKyllene.html,Mythological Greek Character,Greek deity,Greek nymph,naiad,
Q844867,Cymopoleia,daughter of Poseidon,Greek nymph,[],female,[],,https://www.theoi.com/Nymphe/NympheKymopoleia.html,Mythological Greek Character,Greek deity,Greek nymph,,
Q1466824,Cynortas,King of Sparta and son of Amyclas,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q1056143,Cyparissus,mythological youth beloved by Apollo or other deities,Mythological Greek Character,[],male,['Kyparissos'],,https://www.theoi.com/Heros/Kyparissos.html,Mythological Greek Character,,,,
Q1247318,Cypselus,mythical king in Arcadia,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q393261,Cyrene,"nymph, mother of Aristaeus by Apollo",Mythological Greek Character,[],female,['Cyrene'],,,Mythological Greek Character,,,,
Q3678283,Cytissorus,Founder of Cytorus in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q1795211,Cyzicus,"Greek mythical character, King of the Doliones",Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q901224,Daedalion,son of Phosphorus in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q134756,Daedalus,son of Metion in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q4154083,Daeira,"Oceanid, mother of Eleusis by Hermes",Okeanid,[],female,[],,,Mythological Greek Character,Greek deity,Greek water deities,Oceanids,Okeanid
Q3012621,Damasen,Greek mythological creature,Giants,[],male,[],,https://www.theoi.com/Gigante/GiganteDamasen.html,Mythological Greek Character,Greek deity,Giants,,
Q116437,Damocles,figure featured in an ancient Greek moral anecdote,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q901487,Damysos,giant in Greek mythology,Giants,[],male,['Damysus'],,https://www.theoi.com/Gigante/GiganteDamysos.html,Mythological Greek Character,Greek deity,Giants,,
Q210883,Danaus,Greek mythological king,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q190582,Danaë,"daughter of Acrisius of Argos and Queen Eurydice, mother of Perseus, in Greek mythology",Mythological Greek Character,[],female,[],,https://www.theoi.com/Heroine/Danae.html,Mythological Greek Character,,,,
Q194015,Daphne,Greek mythological figure,naiad,[],female,[],,https://www.theoi.com/Nymphe/NympheDaphne.html,Mythological Greek Character,Greek deity,Greek nymph,naiad,
Q741627,Daphnis,"mythological Greek character, son of Hermes, inventor of Bucolics",Mythological Greek Character,[],male,['Daphnis'],,https://www.theoi.com/Heros/Daphnis.html,Mythological Greek Character,,,,
Q461212,Dardanus,"mythological Greek character, son of Zeus",Mythological Greek Character,[],male,['Dardanos'],,,Mythological Greek Character,,,,
Q272000,Deianira,daughter of Dexamenus in Greek mythology,Mythological Greek Character,[],female,"['Deianeira', 'Dejanira']",,,Mythological Greek Character,,,,
Q431387,Deidamia,"Greek mythological figure, daughter of Lycomedes",Mythological Greek Character,[],female,['Deidameia'],,,Mythological Greek Character,,,,
Q106240,Deimos,personal god of dread and terror in Greek mythology,Greek deity,['terror'],male,['Pallor'],,https://www.theoi.com/Daimon/Deimos.html,Mythological Greek Character,Greek deity,,,
Q1183342,Deioneus,son of Aeolus,Mythological Greek Character,[],male,['Deion'],,,Mythological Greek Character,,,,
Q736813,Deiphobus,"mythical character, son of Priam of Troy",Mythological Greek Character,[],male,['Deiphobos'],,,Mythological Greek Character,,,,
Q912772,Deiphontes,son of Antimachus in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q279566,Deipyle,daughter of Adrastus in Greek mythology,Mythological Greek Character,[],female,[],,,Mythological Greek Character,,,,
Q12737222,Delphic Sibyl,Prophetess of classical antiquity,sibyl,[],female,[],,,Mythological Greek Character,sibyl,,,
Q2322448,Delphus,son of Poseidon in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q40730,Demeter,"Greek goddess of the harvest, grains, and agriculture",Olympian god,"['agriculture', 'soil', 'fertility']",female,"['Dêmêtêr', 'Deo', 'Ceres']",Olympus,https://www.theoi.com/Olympios/Demeter.html,Mythological Greek Character,Greek deity,Olympian god,,
Q844808,Demodocus,mythical minstrel of Alcinous,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q1186488,Demonice,figure of Greek mythology,Mythological Greek Character,[],female,[],,,Mythological Greek Character,,,,
Q912376,Demophon of Athens,Athenian king in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q1475776,Demophon of Eleusis,Eleusinian prince in Greek mythology,Mythological Greek Character,[],male,[],,,Mythological Greek Character,,,,
Q1146978,Despoina,Greek goddess of Arcadian mystery cults,Greek deity,[],female,"['Despoena', 'The Mistress', 'Despina']",,https://www.theoi.com/Georgikos/Despoine.html,Mythological Greek Character,Greek deity,,,
Q207715,Deucalion,son of Prometheus in Greek mythology,Mythological Greek Character,[],male,[],,https://www.theoi.com/Heros/Deukalion.html,Mythological Greek Character,,,,
Q904515,Deucalion of Crete,King of Crete in Greek mythology,Mythological Greek Character,[],male,"['Δευκαλίων της Κρήτης', 'Deukalion']",,,Mythological Greek Character,,,,
